layer,sentence,train_acc,test_acc,n_samples,n_train,n_test
26,4,1.0,0.6363636363636364,55,44,11
26,5,1.0,0.5454545454545454,55,44,11
26,6,1.0,0.45454545454545453,54,43,11
26,7,1.0,0.45454545454545453,54,43,11
26,8,1.0,0.7272727272727273,54,43,11
26,9,1.0,0.36363636363636365,53,42,11
26,10,1.0,0.45454545454545453,53,42,11
26,11,1.0,0.5454545454545454,53,42,11
26,12,1.0,0.5454545454545454,52,41,11
26,13,1.0,0.5,49,39,10
26,14,1.0,0.2222222222222222,43,34,9
26,15,1.0,0.3333333333333333,35,29,6
26,16,1.0,0.4,31,26,5
26,17,1.0,0.4,29,24,5
26,18,1.0,0.5,27,23,4
26,19,1.0,0.5,25,21,4
26,20,1.0,0.75,24,20,4
26,21,1.0,0.75,23,19,4
26,22,1.0,0.5,22,18,4
26,23,1.0,0.6666666666666666,20,17,3
